dataset_name,strat_name,num_clients,batch_size,theta,nn_name,epoch,total_rounds,total_fda_steps,epoch_duration_sec,accuracy
CIFAR10,linear,12,32,250.0,DenseNet121,1,9,131,134.50211119651794,0.2074
CIFAR10,linear,12,32,250.0,DenseNet121,2,9,262,105.1755919456482,0.3352
CIFAR10,linear,12,32,250.0,DenseNet121,3,10,393,108.19525003433228,0.3826
CIFAR10,linear,12,32,250.0,DenseNet121,4,10,524,104.9534342288971,0.414
CIFAR10,linear,12,32,250.0,DenseNet121,5,11,655,107.21511459350586,0.4623
CIFAR10,linear,12,32,250.0,DenseNet121,6,11,786,104.80515599250793,0.4748
CIFAR10,linear,12,32,250.0,DenseNet121,7,12,917,107.63964033126831,0.4799
CIFAR10,linear,12,32,250.0,DenseNet121,8,12,1048,104.70858144760132,0.538
CIFAR10,linear,12,32,250.0,DenseNet121,9,13,1179,107.09351873397827,0.5396
CIFAR10,linear,12,32,250.0,DenseNet121,10,13,1310,104.56258916854858,0.5629
CIFAR10,linear,12,32,250.0,DenseNet121,11,14,1441,107.34578561782837,0.5767
CIFAR10,linear,12,32,250.0,DenseNet121,12,14,1572,104.85173177719116,0.5998
CIFAR10,linear,12,32,250.0,DenseNet121,13,15,1703,106.90937304496765,0.6091
CIFAR10,linear,12,32,250.0,DenseNet121,14,16,1834,107.7544469833374,0.6238
CIFAR10,linear,12,32,250.0,DenseNet121,15,16,1965,104.74047064781189,0.635
CIFAR10,linear,12,32,250.0,DenseNet121,16,17,2096,107.11556720733643,0.6544
CIFAR10,linear,12,32,250.0,DenseNet121,17,18,2227,106.97242879867554,0.6764
CIFAR10,linear,12,32,250.0,DenseNet121,18,18,2358,105.76318788528442,0.6784
CIFAR10,linear,12,32,250.0,DenseNet121,19,19,2489,106.94084143638611,0.6978
CIFAR10,linear,12,32,250.0,DenseNet121,20,20,2620,107.08114457130432,0.7001
CIFAR10,linear,12,32,250.0,DenseNet121,21,21,2751,106.94244861602783,0.7114
CIFAR10,linear,12,32,250.0,DenseNet121,22,22,2882,106.71553874015808,0.7183
CIFAR10,linear,12,32,250.0,DenseNet121,23,23,3013,107.06357622146606,0.7167
CIFAR10,linear,12,32,250.0,DenseNet121,24,24,3144,106.78234505653381,0.7291
CIFAR10,linear,12,32,250.0,DenseNet121,25,24,3275,104.24790239334106,0.7353
CIFAR10,linear,12,32,250.0,DenseNet121,26,25,3406,106.62334966659546,0.7372
CIFAR10,linear,12,32,250.0,DenseNet121,27,26,3537,107.14935898780823,0.7391
CIFAR10,linear,12,32,250.0,DenseNet121,28,27,3668,106.65670394897461,0.7509
CIFAR10,linear,12,32,250.0,DenseNet121,29,28,3799,107.55482339859009,0.7501
CIFAR10,linear,12,32,250.0,DenseNet121,30,29,3930,106.6806538105011,0.7521
CIFAR10,linear,12,32,250.0,DenseNet121,31,30,4061,108.04274797439575,0.7631
CIFAR10,linear,12,32,250.0,DenseNet121,32,32,4192,109.29181981086731,0.77
CIFAR10,linear,12,32,250.0,DenseNet121,33,33,4323,106.77859663963318,0.7603
CIFAR10,linear,12,32,250.0,DenseNet121,34,34,4454,106.95276474952698,0.766
CIFAR10,linear,12,32,250.0,DenseNet121,35,35,4585,106.76272225379944,0.7653
CIFAR10,linear,12,32,250.0,DenseNet121,36,36,4716,107.11756706237793,0.7685
CIFAR10,linear,12,32,250.0,DenseNet121,37,38,4847,108.62289476394653,0.7778
CIFAR10,linear,12,32,250.0,DenseNet121,38,39,4978,106.65190553665161,0.7685
CIFAR10,linear,12,32,250.0,DenseNet121,39,40,5109,107.19294238090515,0.7827
CIFAR10,linear,12,32,250.0,DenseNet121,40,42,5240,108.82679152488708,0.7772
CIFAR10,linear,12,32,250.0,DenseNet121,41,43,5371,106.99232625961304,0.7821
CIFAR10,linear,12,32,250.0,DenseNet121,42,45,5502,108.93571305274963,0.7928
CIFAR10,linear,12,32,250.0,DenseNet121,43,46,5633,107.08140254020691,0.794
CIFAR10,linear,12,32,250.0,DenseNet121,44,48,5764,109.52421951293945,0.7885
CIFAR10,linear,12,32,250.0,DenseNet121,45,49,5895,106.77265286445618,0.7875
CIFAR10,linear,12,32,250.0,DenseNet121,46,51,6026,109.11742234230042,0.7934
