dataset_name,strat_name,num_clients,batch_size,theta,nn_name,epoch,total_rounds,total_fda_steps,epoch_duration_sec,accuracy
CIFAR10,naive,4,32,250.0,DenseNet201,1,15,391,559.1009056568146,0.2496
CIFAR10,naive,4,32,250.0,DenseNet201,2,16,782,512.2836148738861,0.3659
CIFAR10,naive,4,32,250.0,DenseNet201,3,17,1173,511.6412069797516,0.4093
CIFAR10,naive,4,32,250.0,DenseNet201,4,18,1564,514.4201459884644,0.4418
CIFAR10,naive,4,32,250.0,DenseNet201,5,19,1955,513.6193442344666,0.4905
CIFAR10,naive,4,32,250.0,DenseNet201,6,20,2346,512.0949766635895,0.5169
CIFAR10,naive,4,32,250.0,DenseNet201,7,21,2737,511.78934359550476,0.5689
CIFAR10,naive,4,32,250.0,DenseNet201,8,22,3128,511.27608919143677,0.567
CIFAR10,naive,4,32,250.0,DenseNet201,9,23,3519,511.4085965156555,0.6122
CIFAR10,naive,4,32,250.0,DenseNet201,10,24,3910,510.9711742401123,0.6122
CIFAR10,naive,4,32,250.0,DenseNet201,11,26,4301,514.1202621459961,0.6436
CIFAR10,naive,4,32,250.0,DenseNet201,12,27,4692,511.54937982559204,0.6535
CIFAR10,naive,4,32,250.0,DenseNet201,13,28,5083,513.790687084198,0.6736
CIFAR10,naive,4,32,250.0,DenseNet201,14,30,5474,515.0304882526398,0.6857
CIFAR10,naive,4,32,250.0,DenseNet201,15,31,5865,511.6912188529968,0.6605
CIFAR10,naive,4,32,250.0,DenseNet201,16,33,6256,514.0214929580688,0.6976
CIFAR10,naive,4,32,250.0,DenseNet201,17,35,6647,514.8562188148499,0.6963
CIFAR10,naive,4,32,250.0,DenseNet201,18,37,7038,515.5480453968048,0.715
CIFAR10,naive,4,32,250.0,DenseNet201,19,39,7429,514.1580011844635,0.7318
CIFAR10,naive,4,32,250.0,DenseNet201,20,41,7820,514.0207149982452,0.7392
CIFAR10,naive,4,32,250.0,DenseNet201,21,43,8211,514.5686757564545,0.7284
CIFAR10,naive,4,32,250.0,DenseNet201,22,45,8602,515.3913519382477,0.748
CIFAR10,naive,4,32,250.0,DenseNet201,23,47,8993,513.716833114624,0.7374
CIFAR10,naive,4,32,250.0,DenseNet201,24,50,9384,515.5632057189941,0.7399
CIFAR10,naive,4,32,250.0,DenseNet201,25,53,9775,517.4466924667358,0.7572
CIFAR10,naive,4,32,250.0,DenseNet201,26,55,10166,513.5563857555389,0.7429
CIFAR10,naive,4,32,250.0,DenseNet201,27,58,10557,516.1938791275024,0.7642
CIFAR10,naive,4,32,250.0,DenseNet201,28,61,10948,517.1381952762604,0.7444
CIFAR10,naive,4,32,250.0,DenseNet201,29,64,11339,516.0750601291656,0.758
CIFAR10,naive,4,32,250.0,DenseNet201,30,68,11730,518.5414724349976,0.7568
CIFAR10,naive,4,32,250.0,DenseNet201,31,72,12121,518.4126026630402,0.758
CIFAR10,naive,4,32,250.0,DenseNet201,32,75,12512,515.0128870010376,0.7685
CIFAR10,naive,4,32,250.0,DenseNet201,33,79,12903,516.5414175987244,0.7657
