dataset_name,strat_name,num_clients,batch_size,theta,nn_name,epoch,total_rounds,total_fda_steps,epoch_duration_sec,accuracy
MNIST,sketch,28,32,1.0,LeNet-5,1,2,67,8.285775661468506,0.8925
MNIST,sketch,28,32,1.0,LeNet-5,2,3,134,5.860820770263672,0.916
MNIST,sketch,28,32,1.0,LeNet-5,3,4,201,5.857850790023804,0.9275
MNIST,sketch,28,32,1.0,LeNet-5,4,5,268,5.826857089996338,0.9383
MNIST,sketch,28,32,1.0,LeNet-5,5,7,335,5.931581020355225,0.9444
MNIST,sketch,28,32,1.0,LeNet-5,6,8,402,5.858713865280151,0.9508
MNIST,sketch,28,32,1.0,LeNet-5,7,9,469,5.80132532119751,0.9543
MNIST,sketch,28,32,1.0,LeNet-5,8,11,536,6.01235818862915,0.9581
MNIST,sketch,28,32,1.0,LeNet-5,9,12,603,5.850326299667358,0.962
MNIST,sketch,28,32,1.0,LeNet-5,10,13,670,5.863781452178955,0.9629
MNIST,sketch,28,32,1.0,LeNet-5,11,15,737,5.998777389526367,0.9659
MNIST,sketch,28,32,1.0,LeNet-5,12,16,804,5.860317945480347,0.9675
MNIST,sketch,28,32,1.0,LeNet-5,13,18,871,5.9852399826049805,0.9696
MNIST,sketch,28,32,1.0,LeNet-5,14,19,938,5.8319151401519775,0.9712
MNIST,sketch,28,32,1.0,LeNet-5,15,21,1005,5.9253990650177,0.9725
MNIST,sketch,28,32,1.0,LeNet-5,16,22,1072,5.867884397506714,0.9747
MNIST,sketch,28,32,1.0,LeNet-5,17,23,1139,5.793834924697876,0.9745
MNIST,sketch,28,32,1.0,LeNet-5,18,25,1206,5.998748540878296,0.9754
MNIST,sketch,28,32,1.0,LeNet-5,19,26,1273,6.1292335987091064,0.976
MNIST,sketch,28,32,1.0,LeNet-5,20,28,1340,5.963664770126343,0.9775
MNIST,sketch,28,32,1.0,LeNet-5,21,29,1407,5.829272508621216,0.9774
MNIST,sketch,28,32,1.0,LeNet-5,22,31,1474,5.95085334777832,0.9769
MNIST,sketch,28,32,1.0,LeNet-5,23,32,1541,5.813770055770874,0.9793
MNIST,sketch,28,32,1.0,LeNet-5,24,34,1608,5.927333116531372,0.9792
MNIST,sketch,28,32,1.0,LeNet-5,25,35,1675,5.761302947998047,0.9797
MNIST,sketch,28,32,1.0,LeNet-5,26,36,1742,5.805875301361084,0.9799
MNIST,sketch,28,32,1.0,LeNet-5,27,38,1809,5.939995050430298,0.9813
MNIST,sketch,28,32,1.0,LeNet-5,28,39,1876,5.7934980392456055,0.9822
MNIST,sketch,28,32,1.0,LeNet-5,29,41,1943,5.924245357513428,0.9814
MNIST,sketch,28,32,1.0,LeNet-5,30,42,2010,5.80143666267395,0.9818
MNIST,sketch,28,32,1.0,LeNet-5,31,44,2077,5.943741083145142,0.9818
MNIST,sketch,28,32,1.0,LeNet-5,32,45,2144,5.769145727157593,0.9826
MNIST,sketch,28,32,1.0,LeNet-5,33,47,2211,5.915613651275635,0.982
MNIST,sketch,28,32,1.0,LeNet-5,34,48,2278,5.847976922988892,0.9823
MNIST,sketch,28,32,1.0,LeNet-5,35,50,2345,5.965907096862793,0.9821
MNIST,sketch,28,32,1.0,LeNet-5,36,51,2412,5.822622776031494,0.9833
MNIST,sketch,28,32,1.0,LeNet-5,37,53,2479,5.952681064605713,0.9837
MNIST,sketch,28,32,1.0,LeNet-5,38,54,2546,5.820536136627197,0.984
MNIST,sketch,28,32,1.0,LeNet-5,39,55,2613,5.792628049850464,0.9841
MNIST,sketch,28,32,1.0,LeNet-5,40,57,2680,5.936969041824341,0.9842
MNIST,sketch,28,32,1.0,LeNet-5,41,59,2747,6.015235185623169,0.9841
MNIST,sketch,28,32,1.0,LeNet-5,42,60,2814,5.851771116256714,0.9842
MNIST,sketch,28,32,1.0,LeNet-5,43,62,2881,5.940505504608154,0.9835
MNIST,sketch,28,32,1.0,LeNet-5,44,63,2948,5.804583311080933,0.9843
MNIST,sketch,28,32,1.0,LeNet-5,45,64,3015,5.8131794929504395,0.9841
MNIST,sketch,28,32,1.0,LeNet-5,46,66,3082,5.958829879760742,0.9841
MNIST,sketch,28,32,1.0,LeNet-5,47,67,3149,5.829182147979736,0.9843
MNIST,sketch,28,32,1.0,LeNet-5,48,69,3216,5.928772687911987,0.9841
MNIST,sketch,28,32,1.0,LeNet-5,49,70,3283,5.77462363243103,0.9851
MNIST,sketch,28,32,1.0,LeNet-5,50,72,3350,5.997089862823486,0.9848
MNIST,sketch,28,32,1.0,LeNet-5,51,73,3417,5.832149267196655,0.9846
