dataset_name,strat_name,num_clients,batch_size,theta,nn_name,epoch,total_rounds,total_fda_steps,epoch_duration_sec,accuracy
MNIST,naive,44,32,25.0,AdvancedCNN,1,2,43,9.768943309783936,0.282
MNIST,naive,44,32,25.0,AdvancedCNN,2,5,86,6.0741589069366455,0.9274
MNIST,naive,44,32,25.0,AdvancedCNN,3,7,129,5.592453956604004,0.9721
MNIST,naive,44,32,25.0,AdvancedCNN,4,8,172,5.116339683532715,0.9801
MNIST,naive,44,32,25.0,AdvancedCNN,5,10,215,5.652953386306763,0.984
MNIST,naive,44,32,25.0,AdvancedCNN,6,11,258,5.151163339614868,0.9865
MNIST,naive,44,32,25.0,AdvancedCNN,7,12,301,8.850291728973389,0.9884
MNIST,naive,44,32,25.0,AdvancedCNN,8,13,344,5.109817266464233,0.9894
MNIST,naive,44,32,25.0,AdvancedCNN,9,14,387,5.104963302612305,0.9901
MNIST,naive,44,32,25.0,AdvancedCNN,10,15,430,9.284307956695557,0.9907
MNIST,naive,44,32,25.0,AdvancedCNN,11,16,473,5.13758111000061,0.9919
MNIST,naive,44,32,25.0,AdvancedCNN,12,17,516,8.968735456466675,0.9923
MNIST,naive,44,32,25.0,AdvancedCNN,13,18,559,5.207245826721191,0.9931
MNIST,naive,44,32,25.0,AdvancedCNN,14,19,602,5.118757247924805,0.9929
MNIST,naive,44,32,25.0,AdvancedCNN,15,20,645,9.281836032867432,0.9931
MNIST,naive,44,32,25.0,AdvancedCNN,16,21,688,5.160408973693848,0.994
MNIST,naive,44,32,25.0,AdvancedCNN,17,23,731,5.702389240264893,0.9939
MNIST,naive,44,32,25.0,AdvancedCNN,18,24,774,8.679865598678589,0.994
MNIST,naive,44,32,25.0,AdvancedCNN,19,25,817,5.093273162841797,0.9942
MNIST,naive,44,32,25.0,AdvancedCNN,20,26,860,5.045092582702637,0.9941
MNIST,naive,44,32,25.0,AdvancedCNN,21,27,903,9.224751949310303,0.9941
MNIST,naive,44,32,25.0,AdvancedCNN,22,28,946,5.199143171310425,0.9945
MNIST,naive,44,32,25.0,AdvancedCNN,23,29,989,9.11925983428955,0.9944
MNIST,naive,44,32,25.0,AdvancedCNN,24,30,1032,5.1852781772613525,0.9947
MNIST,naive,44,32,25.0,AdvancedCNN,25,31,1075,5.176537990570068,0.9942
MNIST,naive,44,32,25.0,AdvancedCNN,26,32,1118,5.1817920207977295,0.9945
MNIST,naive,44,32,25.0,AdvancedCNN,27,33,1161,9.178292274475098,0.9944
MNIST,naive,44,32,25.0,AdvancedCNN,28,34,1204,5.077843189239502,0.9946
MNIST,naive,44,32,25.0,AdvancedCNN,29,35,1247,5.0149359703063965,0.9952
MNIST,naive,44,32,25.0,AdvancedCNN,30,36,1290,9.23476529121399,0.9951
MNIST,naive,44,32,25.0,AdvancedCNN,31,37,1333,9.323161602020264,0.9948
MNIST,naive,44,32,25.0,AdvancedCNN,32,38,1376,5.035573244094849,0.9948
MNIST,naive,44,32,25.0,AdvancedCNN,33,39,1419,9.252601623535156,0.9948
MNIST,naive,44,32,25.0,AdvancedCNN,34,40,1462,9.17794680595398,0.9954
MNIST,naive,44,32,25.0,AdvancedCNN,35,41,1505,9.285361528396606,0.9945
MNIST,naive,44,32,25.0,AdvancedCNN,36,42,1548,9.186107397079468,0.9949
MNIST,naive,44,32,25.0,AdvancedCNN,37,43,1591,9.180315017700195,0.9953
MNIST,naive,44,32,25.0,AdvancedCNN,38,44,1634,5.132333755493164,0.995
MNIST,naive,44,32,25.0,AdvancedCNN,39,45,1677,5.123675107955933,0.9951
MNIST,naive,44,32,25.0,AdvancedCNN,40,46,1720,5.109581232070923,0.9951
MNIST,naive,44,32,25.0,AdvancedCNN,41,47,1763,5.068907022476196,0.9953
MNIST,naive,44,32,25.0,AdvancedCNN,42,48,1806,9.234482765197754,0.9954
MNIST,naive,44,32,25.0,AdvancedCNN,43,49,1849,5.0974907875061035,0.9959
MNIST,naive,44,32,25.0,AdvancedCNN,44,50,1892,5.053603649139404,0.9955
MNIST,naive,44,32,25.0,AdvancedCNN,45,51,1935,5.092227935791016,0.9955
MNIST,naive,44,32,25.0,AdvancedCNN,46,52,1978,5.0488808155059814,0.9956
MNIST,naive,44,32,25.0,AdvancedCNN,47,53,2021,4.9886791706085205,0.9953
MNIST,naive,44,32,25.0,AdvancedCNN,48,54,2064,9.229043960571289,0.9953
MNIST,naive,44,32,25.0,AdvancedCNN,49,55,2107,5.107217073440552,0.995
MNIST,naive,44,32,25.0,AdvancedCNN,50,57,2150,5.622436046600342,0.9952
MNIST,naive,44,32,25.0,AdvancedCNN,51,58,2193,8.65864109992981,0.9956
